    0.0000000000D+00    0.0000000000D+00    0.0000000000D+00
    0.1475929836D-03    0.5178183245D-03    0.2164751926D-02
    0.1551617026D-03    0.5520768245D-03    0.2261784770D-02
    0.1631184781D-03    0.5875946100D-03    0.2362873862D-02
    0.1714832062D-03    0.6244425285D-03    0.2468196679D-02
    0.1802768031D-03    0.6627024649D-03    0.2577936409D-02
    0.1895212573D-03    0.7024648414D-03    0.2692282557D-02
    0.1992396849D-03    0.7438272355D-03    0.2811431428D-02
    0.2094563868D-03    0.7868937669D-03    0.2935586526D-02
    0.2201969103D-03    0.8317749768D-03    0.3064958876D-02
    0.2314881122D-03    0.8785880062D-03    0.3199767310D-02
    0.2433582264D-03    0.9274569562D-03    0.3340238730D-02
    0.2558369344D-03    0.9785133617D-03    0.3486608353D-02
    0.2689554394D-03    0.1031896744D-02    0.3639119941D-02
    0.2827465445D-03    0.1087755225D-02    0.3798026037D-02
    0.2972447348D-03    0.1146246199D-02    0.3963588181D-02
    0.3124862631D-03    0.1207537062D-02    0.4136077130D-02
    0.3285092413D-03    0.1271805999D-02    0.4315773063D-02
    0.3453537351D-03    0.1339242832D-02    0.4502965777D-02
    0.3630618647D-03    0.1410049946D-02    0.4697954873D-02
    0.3816779094D-03    0.1484443281D-02    0.4901049922D-02
    0.4012484192D-03    0.1562653407D-02    0.5112570620D-02
    0.4218223304D-03    0.1644926686D-02    0.5332846919D-02
    0.4434510887D-03    0.1731526530D-02    0.5562219136D-02
    0.4661887771D-03    0.1822734761D-02    0.5801038030D-02
    0.4900922517D-03    0.1918853078D-02    0.6049664855D-02
    0.5152212837D-03    0.2020204646D-02    0.6308471371D-02
    0.5416387086D-03    0.2127135817D-02    0.6577839822D-02
    0.5694105839D-03    0.2240017978D-02    0.6858162855D-02
    0.5986063538D-03    0.2359249565D-02    0.7149843401D-02
    0.6292990227D-03    0.2485258224D-02    0.7453294492D-02
    0.6615653384D-03    0.2618503156D-02    0.7768939010D-02
    0.6954859836D-03    0.2759477639D-02    0.8097209368D-02
    0.7311457773D-03    0.2908711756D-02    0.8438547106D-02
    0.7686338878D-03    0.3066775340D-02    0.8793402400D-02
    0.8080440549D-03    0.3234281142D-02    0.9162233467D-02
    0.8494748244D-03    0.3411888250D-02    0.9545505864D-02
    0.8930297948D-03    0.3600305768D-02    0.9943691657D-02
    0.9388178764D-03    0.3800296780D-02    0.1035726846D-01
    0.9869535631D-03    0.4012682606D-02    0.1078671833D-01
    0.1037557219D-02    0.4238347381D-02    0.1123252649D-01
    0.1090755380D-02    0.4478242962D-02    0.1169517986D-01
    0.1146681069D-02    0.4733394201D-02    0.1217516544D-01
    0.1205474130D-02    0.5004904581D-02    0.1267296839D-01
    0.1267281575D-02    0.5293962252D-02    0.1318907001D-01
    0.1332257956D-02    0.5601846478D-02    0.1372394532D-01
    0.1400565747D-02    0.5929934513D-02    0.1427806044D-01
    0.1472375753D-02    0.6279708920D-02    0.1485186970D-01
    0.1547867537D-02    0.6652765360D-02    0.1544581234D-01
    0.1627229868D-02    0.7050820846D-02    0.1606030892D-01
    0.1710661192D-02    0.7475722482D-02    0.1669575734D-01
    0.1798370132D-02    0.7929456697D-02    0.1735252845D-01
    0.1890576005D-02    0.8414158955D-02    0.1803096121D-01
    0.1987509374D-02    0.8932123967D-02    0.1873135739D-01
    0.2089412624D-02    0.9485816357D-02    0.1945397581D-01
    0.2196540565D-02    0.1007788179D-01    0.2019902599D-01
    0.2309161073D-02    0.1071115852D-01    0.2096666124D-01
    0.2427555757D-02    0.1138868930D-01    0.2175697121D-01
    0.2552020667D-02    0.1211373362D-01    0.2256997378D-01
    0.2682867030D-02    0.1288978017D-01    0.2340560623D-01
    0.2820422029D-02    0.1372055948D-01    0.2426371586D-01
    0.2965029623D-02    0.1461005652D-01    0.2514404973D-01
    0.3117051408D-02    0.1556252324D-01    0.2604624377D-01
    0.3276867516D-02    0.1658249080D-01    0.2696981108D-01
    0.3444877571D-02    0.1767478122D-01    0.2791412947D-01
    0.3621501686D-02    0.1884451834D-01    0.2887842818D-01
    0.3807181513D-02    0.2009713767D-01    0.2986177383D-01
    0.4002381348D-02    0.2143839483D-01    0.3086305558D-01
    0.4207589293D-02    0.2287437213D-01    0.3188096949D-01
    0.4423318474D-02    0.2441148289D-01    0.3291400219D-01
    0.4650108326D-02    0.2605647287D-01    0.3396041384D-01
    0.4888525943D-02    0.2781641818D-01    0.3501822040D-01
    0.5139167493D-02    0.2969871910D-01    0.3608517546D-01
    0.5402659710D-02    0.3171108872D-01    0.3715875154D-01
    0.5679661461D-02    0.3386153576D-01    0.3823612115D-01
    0.5970865396D-02    0.3615834040D-01    0.3931413767D-01
    0.6276999676D-02    0.3861002192D-01    0.4038931629D-01
    0.6598829797D-02    0.4122529697D-01    0.4145781533D-01
    0.6937160500D-02    0.4401302708D-01    0.4251541803D-01
    0.7292837789D-02    0.4698215364D-01    0.4355751534D-01
    0.7666751043D-02    0.5014161894D-01    0.4457908996D-01
    0.8059835240D-02    0.5350027130D-01    0.4557470213D-01
    0.8473073294D-02    0.5706675223D-01    0.4653847763D-01
    0.8907498517D-02    0.6084936377D-01    0.4746409862D-01
    0.9364197196D-02    0.6485591365D-01    0.4834479780D-01
    0.9844311318D-02    0.6909353607D-01    0.4917335680D-01
    0.1034904142D-01    0.7356848573D-01    0.4994210942D-01
    0.1087964958D-01    0.7828590294D-01    0.5064295055D-01
    0.1143746261D-01    0.8324954743D-01    0.5126735188D-01
    0.1202387532D-01    0.8846149877D-01    0.5180638510D-01
    0.1264035406D-01    0.9392182163D-01    0.5225075392D-01
    0.1328844033D-01    0.9962819415D-01    0.5259083579D-01
    0.1396975470D-01    0.1055754986D+00    0.5281673459D-01
    0.1468600081D-01    0.1117553735D+00    0.5291834543D-01
    0.1543896964D-01    0.1181557281D+00    0.5288543262D-01
    0.1623054400D-01    0.1247602202D+00    0.5270772204D-01
    0.1706270325D-01    0.1315477004D+00    0.5237500898D-01
    0.1793752822D-01    0.1384916261D+00    0.5187728225D-01
    0.1885720642D-01    0.1455594529D+00    0.5120486544D-01
    0.1982403753D-01    0.1527120102D+00    0.5034857585D-01
    0.2084043914D-01    0.1599028721D+00    0.4929990131D-01
