    0.0000000000D+00    0.0000000000D+00    0.0000000000D+00
    0.1475929836D-03    0.5223295432D-03    0.2183611140D-02
    0.1551617026D-03    0.5568865033D-03    0.2281489331D-02
    0.1631184781D-03    0.5927137201D-03    0.2383459109D-02
    0.1714832062D-03    0.6298826582D-03    0.2489699495D-02
    0.1802768031D-03    0.6684759158D-03    0.2600395274D-02
    0.1895212573D-03    0.7085847031D-03    0.2715737602D-02
    0.1992396849D-03    0.7503074473D-03    0.2835924496D-02
    0.2094563868D-03    0.7937491754D-03    0.2961161229D-02
    0.2201969103D-03    0.8390213917D-03    0.3091660667D-02
    0.2314881122D-03    0.8862422577D-03    0.3227643548D-02
    0.2433582264D-03    0.9355369557D-03    0.3369338752D-02
    0.2558369344D-03    0.9870381665D-03    0.3516983542D-02
    0.2689554394D-03    0.1040886627D-02    0.3670823807D-02
    0.2827465445D-03    0.1097231749D-02    0.3831114287D-02
    0.2972447348D-03    0.1156232299D-02    0.3998118803D-02
    0.3124862631D-03    0.1218057132D-02    0.4172110471D-02
    0.3285092413D-03    0.1282885982D-02    0.4353371909D-02
    0.3453537351D-03    0.1350910329D-02    0.4542195440D-02
    0.3630618647D-03    0.1422334319D-02    0.4738883274D-02
    0.3816779094D-03    0.1497375773D-02    0.4943747680D-02
    0.4012484192D-03    0.1576267270D-02    0.5157111138D-02
    0.4218223304D-03    0.1659257319D-02    0.5379306476D-02
    0.4434510887D-03    0.1746611627D-02    0.5610676975D-02
    0.4661887771D-03    0.1838614471D-02    0.5851576449D-02
    0.4900922517D-03    0.1935570178D-02    0.6102369299D-02
    0.5152212837D-03    0.2037804729D-02    0.6363430527D-02
    0.5416387086D-03    0.2145667493D-02    0.6635145703D-02
    0.5694105839D-03    0.2259533093D-02    0.6917910896D-02
    0.5986063538D-03    0.2379803436D-02    0.7212132548D-02
    0.6292990227D-03    0.2506909894D-02    0.7518227288D-02
    0.6615653384D-03    0.2641315669D-02    0.7836621683D-02
    0.6954859836D-03    0.2783518334D-02    0.8167751911D-02
    0.7311457773D-03    0.2934052594D-02    0.8512063362D-02
    0.7686338878D-03    0.3093493245D-02    0.8870010130D-02
    0.8080440549D-03    0.3262458375D-02    0.9242054427D-02
    0.8494748244D-03    0.3441612815D-02    0.9628665863D-02
    0.8930297948D-03    0.3631671847D-02    0.1003032062D-01
    0.9388178764D-03    0.3833405203D-02    0.1044750047D-01
    0.9869535631D-03    0.4047641359D-02    0.1088069167D-01
    0.1037557219D-02    0.4275272152D-02    0.1133038366D-01
    0.1090755380D-02    0.4517257732D-02    0.1179706762D-01
    0.1146681069D-02    0.4774631880D-02    0.1228123477D-01
    0.1205474130D-02    0.5048507692D-02    0.1278337453D-01
    0.1267281575D-02    0.5340083669D-02    0.1330397236D-01
    0.1332257956D-02    0.5650650221D-02    0.1384350743D-01
    0.1400565747D-02    0.5981596600D-02    0.1440244992D-01
    0.1472375753D-02    0.6334418286D-02    0.1498125812D-01
    0.1547867537D-02    0.6710724841D-02    0.1558037509D-01
    0.1627229868D-02    0.7112248237D-02    0.1620022506D-01
    0.1710661192D-02    0.7540851670D-02    0.1684120939D-01
    0.1798370132D-02    0.7998538874D-02    0.1750370215D-01
    0.1890576005D-02    0.8487463920D-02    0.1818804527D-01
    0.1987509374D-02    0.9009941506D-02    0.1889454315D-01
    0.2089412624D-02    0.9568457732D-02    0.1962345684D-01
    0.2196540565D-02    0.1016568131D-01    0.2037499770D-01
    0.2309161073D-02    0.1080447522D-01    0.2114932037D-01
    0.2427555757D-02    0.1148790873D-01    0.2194651528D-01
    0.2552020667D-02    0.1221926971D-01    0.2276660046D-01
    0.2682867030D-02    0.1300207726D-01    0.2360951265D-01
